SEASON,MONTH,HOUR,HOLIDAY,WEEKDAY,WORKINGDAY,WEATHERSIT,TEMP,ATEMP,HUM,WINDSPEED,USERS
4,10,5,0,1,1,2,0.56,0.5303,0.73,0.2836,40
2,5,19,0,4,1,1,0.58,0.5455,0.6,0.1343,410
1,12,3,0,6,0,2,0.32,0.3333,0.7,0.0896,5
3,8,23,0,4,1,1,0.66,0.6212,0.5,0.1642,127
2,4,20,0,1,1,2,0.7,0.6364,0.24,0.5522,173
1,2,5,0,6,0,1,0.4,0.4091,0.15,0.3284,3
3,7,18,0,6,0,1,0.88,0.7576,0.28,0.194,299
4,11,16,0,4,1,1,0.32,0.2879,0.39,0.4179,195
3,7,21,0,5,1,1,0.78,0.7424,0.59,0.1045,260
4,12,23,0,5,1,2,0.36,0.3636,0.93,0.0896,122
3,9,8,0,1,1,2,0.52,0.5,0.77,0.1343,420
3,9,5,0,1,1,2,0.5,0.4848,0.77,0.194,28
1,2,16,0,6,0,1,0.44,0.4394,0.16,0.6418,120
4,11,20,0,2,1,2,0.38,0.3939,0.76,0,235
3,9,10,1,1,0,2,0.7,0.6515,0.7,0.1642,244
1,3,8,0,3,1,1,0.44,0.4394,0.82,0,662
3,7,11,0,5,1,2,0.74,0.7121,0.74,0.2537,165
4,11,15,0,6,0,1,0.52,0.5,0.29,0.2836,386
4,11,15,0,1,1,1,0.58,0.5455,0.6,0.1642,150
4,12,20,0,2,1,1,0.36,0.3333,0.5,0.2537,268
3,8,3,0,2,1,1,0.54,0.5152,0.73,0.194,4
1,3,9,0,1,1,1,0.22,0.1818,0.64,0.4627,134
4,11,20,0,3,1,1,0.36,0.3333,0.62,0.3881,68
4,11,5,0,4,1,2,0.3,0.2879,0.42,0.2239,35
1,3,21,0,0,0,1,0.3,0.2879,0.56,0.2537,58
3,8,18,0,2,1,1,0.72,0.6515,0.34,0.194,519
2,6,22,0,2,1,1,0.66,0.5909,0.94,0.1045,207
4,11,13,0,6,0,1,0.42,0.4242,0.38,0.2537,525
1,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,46
3,8,5,0,6,0,1,0.62,0.5606,0.88,0.1045,11
4,11,15,0,3,1,1,0.48,0.4697,0.51,0.1642,187
3,7,7,0,6,0,1,0.64,0.5909,0.78,0.2836,48
3,7,23,0,0,0,1,0.72,0.6818,0.66,0.2537,72
4,10,15,0,2,1,1,0.62,0.6212,0.5,0.194,205
2,6,15,0,6,0,2,0.82,0.7576,0.46,0.1343,367
4,12,4,0,3,1,1,0.24,0.2424,0.75,0.1343,7
2,5,4,0,5,1,1,0.42,0.4242,0.5,0.194,9
1,12,0,0,4,1,2,0.22,0.2273,0.47,0.194,28
3,7,7,0,0,0,1,0.66,0.6212,0.69,0.2537,40
2,3,5,0,3,1,2,0.5,0.4848,0.88,0.1343,39
4,12,8,0,2,1,1,0.2,0.2273,0.69,0.1045,400
4,10,15,0,6,0,1,0.56,0.5303,0.43,0,711
3,7,6,0,4,1,1,0.66,0.6061,0.78,0.2537,181
3,9,22,0,1,1,3,0.62,0.5758,0.83,0.2537,129
2,6,23,0,0,0,1,0.72,0.6667,0.58,0.1045,110
2,6,7,0,2,1,3,0.62,0.5606,0.88,0.2537,303
3,7,12,0,0,0,1,0.9,0.8636,0.45,0.1642,246
2,4,10,0,5,1,2,0.36,0.3333,0.71,0.2836,73
3,9,14,0,4,1,1,0.74,0.7121,0.74,0.0896,216
3,9,11,0,0,0,1,0.66,0.6212,0.47,0.2537,585
2,5,5,0,6,0,1,0.56,0.5303,0.88,0.2239,7
4,9,9,0,0,0,2,0.64,0.5758,0.83,0,155
1,3,0,0,3,1,1,0.26,0.2879,0.65,0.0896,9
4,9,23,0,0,0,1,0.48,0.4697,0.72,0.0896,57
2,4,5,0,4,1,1,0.34,0.3182,0.76,0.2239,6
1,3,5,0,5,1,1,0.3,0.2879,0.81,0.2239,7
1,2,13,0,1,1,1,0.58,0.5455,0.19,0.3881,120
4,11,2,0,6,0,1,0.3,0.2727,0.52,0.3284,31
4,11,2,0,0,0,1,0.26,0.303,0.81,0,29
1,2,21,0,2,1,2,0.22,0.2273,0.87,0.1343,64
4,12,6,0,3,1,3,0.48,0.4697,1,0.4179,18
2,4,16,0,0,0,1,0.72,0.6515,0.39,0.3582,616
3,8,0,0,0,0,1,0.7,0.6667,0.74,0.194,74
2,3,15,0,5,1,2,0.34,0.3182,0.36,0.2537,122
3,9,16,0,1,1,2,0.6,0.6061,0.6,0.1642,263
3,8,5,0,3,1,1,0.68,0.6364,0.61,0.0896,32
4,9,12,0,5,1,2,0.64,0.6212,0.57,0.194,254
2,3,3,0,2,1,1,0.44,0.4394,0.82,0.2239,5
4,10,12,0,5,1,1,0.72,0.6515,0.42,0.1642,468
3,9,13,0,5,1,2,0.54,0.5152,0.42,0,223
1,2,7,0,0,0,1,0.08,0.0909,0.53,0.194,18
3,8,10,0,2,1,1,0.82,0.7273,0.36,0.2985,140
4,11,10,0,1,1,2,0.5,0.4848,0.63,0.2836,111
2,6,11,0,1,1,1,0.64,0.6212,0.38,0.4925,239
2,5,17,0,0,0,1,0.78,0.7121,0.49,0.2985,522
2,5,11,0,4,1,1,0.66,0.6212,0.65,0.1343,221
1,3,22,0,3,1,1,0.46,0.4545,0.59,0.2985,159
3,7,14,0,5,1,3,0.7,0.6667,0.84,0.1642,229
2,3,9,0,2,1,1,0.28,0.2576,0.28,0.3881,172
1,12,22,0,0,0,1,0.28,0.2727,0.61,0.1642,17
3,6,7,0,0,0,1,0.62,0.6061,0.61,0,51
3,8,15,0,2,1,1,0.8,0.7121,0.41,0.2985,159
1,12,22,0,6,0,1,0.22,0.2121,0.51,0.2836,39
2,3,10,0,1,1,1,0.5,0.4848,0.36,0.5821,153
4,10,6,0,0,0,1,0.4,0.4091,0.82,0.1642,24
1,1,23,0,1,1,1,0.26,0.2576,0.6,0.194,52
4,11,21,0,5,1,2,0.36,0.3333,0.46,0.3582,156
4,10,8,0,2,1,1,0.44,0.4394,0.62,0,835
2,6,1,0,1,1,1,0.64,0.5758,0.89,0.0896,12
2,6,3,0,0,0,2,0.62,0.6061,0.65,0.1642,47
4,10,9,0,3,1,2,0.52,0.5,0.77,0.0896,373
1,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,5
2,4,22,0,5,1,3,0.3,0.303,1,0.1343,24
4,11,8,0,1,1,2,0.3,0.3182,1,0.0896,410
4,11,23,0,4,1,1,0.34,0.303,0.46,0.3582,87
1,3,13,0,2,1,2,0.38,0.3939,0.25,0.1045,98
2,6,10,0,3,1,1,0.82,0.7727,0.52,0.1343,167
3,9,16,0,2,1,1,0.7,0.6364,0.28,0.1343,536
2,6,4,0,0,0,1,0.5,0.4848,0.72,0.0896,13
4,12,23,0,2,1,1,0.48,0.4697,0.67,0.2537,96
2,6,22,0,2,1,1,0.56,0.5303,0.52,0.1045,193
1,3,16,0,0,0,1,0.54,0.5152,0.73,0.0896,541
2,5,21,0,6,0,1,0.66,0.6212,0.74,0.2985,201
4,12,3,0,0,0,2,0.34,0.3333,0.87,0.194,38
2,4,15,0,1,1,2,0.6,0.6212,0.43,0.194,176
3,7,16,0,5,1,1,0.82,0.697,0.17,0,427
2,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,308
4,12,10,0,6,0,1,0.32,0.3182,0.61,0.1642,273
4,11,23,0,0,0,1,0.48,0.4697,0.72,0.2537,32
3,7,21,0,2,1,1,0.68,0.6364,0.79,0.194,352
3,9,11,0,3,1,1,0.66,0.6212,0.5,0.194,232
1,2,14,0,6,0,2,0.32,0.303,0.66,0.2239,276
3,6,14,0,4,1,1,0.88,0.7879,0.37,0.1642,176
4,11,9,0,0,0,1,0.4,0.4091,0.54,0.2836,135
2,6,12,0,5,1,2,0.7,0.6667,0.74,0.3582,310
4,12,3,0,1,1,2,0.38,0.3939,0.94,0.1045,4
1,2,21,0,0,0,1,0.26,0.303,0.6,0,27
2,6,14,0,2,1,2,0.58,0.5455,0.46,0.1642,276
4,11,11,0,6,0,2,0.36,0.3333,0.46,0.3881,340
4,11,18,0,4,1,1,0.4,0.4091,0.24,0.4179,507
2,5,19,0,6,0,1,0.7,0.6364,0.39,0.1343,432
4,10,12,0,6,0,1,0.46,0.4545,0.55,0.0896,343
4,10,21,0,0,0,3,0.44,0.4394,0.88,0.4179,46
2,5,10,0,6,0,1,0.7,0.6515,0.65,0.2239,276
2,4,10,0,6,0,1,0.48,0.4697,0.44,0.3881,279
2,4,10,0,5,1,1,0.36,0.3333,0.4,0.3284,238
2,5,8,0,4,1,1,0.46,0.4545,0.67,0.3582,630
4,11,21,0,6,0,2,0.32,0.3333,0.57,0.1045,139
2,5,11,0,1,1,2,0.56,0.5303,0.83,0.2239,79
3,8,7,0,3,1,2,0.7,0.6667,0.84,0.1642,482
2,6,8,0,1,1,2,0.54,0.5152,0.83,0.194,474
4,12,20,0,1,1,2,0.46,0.4545,0.77,0,300
2,5,12,0,5,1,1,0.56,0.5303,0.28,0.4179,348
4,10,21,0,6,0,1,0.46,0.4545,0.59,0.1343,215
2,5,16,0,3,1,1,0.74,0.6667,0.51,0.2836,299
2,5,8,0,0,0,2,0.62,0.5606,0.88,0.2239,96
2,3,6,0,3,1,2,0.3,0.303,0.49,0.1343,48
4,12,18,0,2,1,1,0.5,0.4848,0.63,0.2239,731
3,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,181
3,9,12,0,2,1,3,0.54,0.5152,0.83,0.3881,67
4,10,17,1,1,0,2,0.42,0.4242,0.66,0.2537,497
1,2,2,0,4,1,2,0.42,0.4242,0.67,0.1343,9
3,8,10,0,3,1,2,0.72,0.6818,0.62,0.194,233
3,8,17,0,2,1,1,0.8,0.7576,0.55,0.1642,532
2,3,0,0,3,1,3,0.36,0.3485,0.71,0.2239,11
2,4,13,0,1,1,2,0.56,0.5303,0.49,0.1642,169
2,4,17,0,6,0,1,0.38,0.3939,0.54,0.3582,184
2,6,0,0,4,1,1,0.6,0.6212,0.56,0.1045,47
4,10,6,0,5,1,1,0.28,0.2727,0.65,0.2537,75
2,5,3,0,6,0,1,0.5,0.4848,0.48,0.1045,33
2,5,22,0,5,1,1,0.46,0.4545,0.72,0.2239,151
1,1,7,0,4,1,2,0.16,0.2273,0.59,0,95
2,6,8,0,6,0,1,0.58,0.5455,0.64,0.1642,204
3,8,20,0,0,0,1,0.72,0.6515,0.45,0,300
3,7,20,0,2,1,1,0.86,0.7576,0.34,0.1642,427
2,4,8,1,1,0,2,0.56,0.5303,0.83,0.1642,597
3,9,21,0,4,1,2,0.66,0.6212,0.57,0.194,177
1,12,21,0,4,1,3,0.42,0.4242,0.71,0,17
2,6,21,0,3,1,1,0.54,0.5152,0.73,0.1642,298
4,11,0,0,6,0,1,0.34,0.3333,0.53,0.1642,108
4,11,19,0,3,1,2,0.32,0.303,0.57,0.2836,279
3,8,9,0,4,1,1,0.72,0.6818,0.66,0.2537,228
2,5,13,0,1,1,3,0.6,0.5606,0.83,0.2537,184
2,5,23,0,0,0,1,0.52,0.5,0.77,0.194,102
4,12,20,0,4,1,1,0.26,0.2727,0.6,0.1045,175
2,3,6,0,0,0,3,0.16,0.1818,0.86,0.1343,2
1,3,4,0,6,0,1,0.24,0.2121,0.41,0.3582,4
2,4,14,0,3,1,1,0.74,0.6515,0.4,0.4627,148
1,3,2,0,6,0,2,0.3,0.2879,0.87,0.194,20
4,11,12,1,4,0,1,0.44,0.4394,0.35,0,262
3,7,22,0,3,1,1,0.7,0.6515,0.58,0.1343,278
2,4,12,0,3,1,3,0.42,0.4242,0.82,0.2537,95
3,7,3,0,2,1,1,0.68,0.6364,0.89,0.1343,4
3,6,22,0,2,1,1,0.7,0.6667,0.79,0.1045,109
4,10,14,0,4,1,1,0.52,0.5,0.32,0.0896,348
2,6,14,0,3,1,1,0.74,0.6515,0.28,0,178
3,7,23,0,1,1,1,0.7,0.6667,0.74,0.194,150
1,1,23,0,4,1,2,0.4,0.4091,0.82,0,91
1,3,23,0,4,1,1,0.48,0.4697,0.72,0.194,97
4,11,17,1,4,0,1,0.48,0.4697,0.33,0.1045,74
2,3,22,0,3,1,2,0.32,0.3182,0.93,0.1642,44
3,8,4,0,5,1,1,0.66,0.6061,0.83,0.2537,12
1,2,10,0,0,0,1,0.12,0.1061,0.42,0.3582,91
2,4,13,0,5,1,1,0.46,0.4545,0.33,0.3881,306
3,7,6,0,3,1,2,0.68,0.6364,0.89,0.1045,116
1,1,11,0,6,0,1,0.3,0.303,0.56,0.1343,296
4,11,11,0,2,1,2,0.56,0.5303,0.64,0.194,134
4,11,6,0,4,1,2,0.3,0.2879,0.65,0.2537,147
2,5,1,0,5,1,1,0.6,0.5758,0.78,0.1045,48
1,1,13,0,4,1,2,0.38,0.3939,0.71,0,173
1,2,11,0,3,1,1,0.4,0.4091,0.58,0.1642,143
1,1,16,0,3,1,2,0.18,0.1667,0.4,0.2836,131
2,6,17,0,0,0,1,0.7,0.6364,0.34,0.2537,578
1,3,4,0,2,1,1,0.18,0.1667,0.51,0.2985,3
2,5,15,0,5,1,1,0.62,0.6061,0.25,0.194,439
3,7,8,0,2,1,1,0.76,0.7121,0.58,0.2239,417
2,3,21,0,2,1,1,0.36,0.3485,0.37,0.1642,221
4,12,21,0,3,1,2,0.3,0.2879,0.52,0.2537,202
3,7,14,0,2,1,1,0.9,0.7727,0.25,0.194,310
3,7,8,0,4,1,2,0.76,0.7576,0.79,0.1642,381
1,3,5,0,1,1,1,0.24,0.2424,0.7,0.1343,8
4,12,13,0,0,0,1,0.3,0.3333,0.31,0,268
2,4,23,0,5,1,2,0.44,0.4394,0.54,0.0896,113
1,3,5,0,4,1,3,0.36,0.3485,0,0.194,3
2,5,11,0,0,0,1,0.72,0.6818,0.66,0.2239,519
1,2,10,0,3,1,2,0.26,0.2576,0.7,0.2239,108
1,2,23,0,2,1,1,0.32,0.303,0.66,0.2239,47
4,10,3,0,2,1,1,0.4,0.4091,0.82,0.1045,6
1,12,15,0,4,1,2,0.48,0.4697,0.59,0,214
3,9,9,0,6,0,2,0.48,0.4697,0.67,0.2239,177
3,8,7,0,3,1,1,0.66,0.6212,0.65,0.0896,308
3,8,17,0,3,1,1,0.8,0.7424,0.49,0.2239,552
1,2,23,0,4,1,1,0.46,0.4545,0.67,0.2985,44
2,5,14,0,4,1,3,0.54,0.5152,0.73,0.194,180
3,7,11,0,1,1,1,0.84,0.7273,0.28,0.2985,201
4,12,18,0,5,1,1,0.36,0.3485,0.46,0.1343,455
1,2,17,0,3,1,2,0.2,0.197,0.34,0.2537,166
4,12,10,0,4,1,2,0.32,0.3333,0.66,0,161
3,7,19,0,5,1,1,0.82,0.7727,0.52,0.194,516
1,2,16,0,0,0,2,0.32,0.303,0.45,0.2836,212
1,1,17,0,3,1,1,0.26,0.2121,0.33,0.4478,346
1,3,23,0,0,0,3,0.34,0.303,0.61,0.3881,24
2,4,11,0,2,1,2,0.54,0.5152,0.68,0.1642,72
4,10,7,1,1,0,2,0.34,0.3333,0.76,0.1642,154
4,11,23,0,6,0,2,0.3,0.3182,0.7,0.1045,133
4,12,12,0,6,0,1,0.36,0.3788,0.5,0,358
1,2,0,0,3,1,1,0.32,0.3485,0.57,0,22
2,3,16,0,1,1,1,0.48,0.4697,0.25,0.6418,305
4,11,3,0,0,0,1,0.34,0.3636,0.87,0,17
1,2,13,0,3,1,1,0.42,0.4242,0.54,0.2985,190
4,11,22,0,6,0,2,0.38,0.3939,0.62,0.1642,106
2,5,7,0,2,1,2,0.52,0.5,0.94,0.2537,151
3,7,5,0,4,1,2,0.72,0.7121,0.84,0.1045,18
4,12,6,0,3,1,2,0.26,0.303,0.87,0,87
2,5,19,0,4,1,1,0.7,0.6515,0.61,0.194,522
1,3,7,0,4,1,1,0.42,0.4242,0.77,0.3582,334
1,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,31
2,4,23,0,6,0,2,0.54,0.5152,0.56,0.194,196
4,10,3,0,1,1,1,0.36,0.3788,0.81,0,7
1,12,18,0,2,1,1,0.38,0.3939,0.87,0.2836,135
2,3,22,0,6,0,2,0.28,0.2727,0.41,0.2239,63
2,3,15,0,6,0,1,0.34,0.3333,0.29,0.194,219
1,12,23,0,0,0,1,0.24,0.2879,0.6,0,25
3,7,5,0,4,1,1,0.6,0.6212,0.56,0.2239,28
3,7,15,0,4,1,1,0.84,0.7727,0.47,0.0896,292
4,10,0,0,1,1,3,0.44,0.4394,0.88,0.3582,22
4,11,10,0,5,1,1,0.34,0.3333,0.53,0.194,198
2,3,1,0,4,1,1,0.56,0.5303,0.6,0.1343,33
3,7,13,0,2,1,1,0.86,0.803,0.47,0.2239,136
3,8,7,0,2,1,1,0.56,0.5303,0.68,0.1343,357
3,6,10,0,6,0,1,0.88,0.7727,0.3,0.2537,404
2,5,11,0,5,1,2,0.52,0.5,0.83,0.1642,146
2,5,12,0,6,0,1,0.72,0.6667,0.58,0.2537,358
1,2,6,0,1,1,1,0.24,0.2273,0.7,0.2537,90
3,8,13,0,3,1,2,0.8,0.7424,0.52,0,313
2,3,16,0,6,0,2,0.5,0.4848,0.63,0.2985,535
4,11,19,0,0,0,1,0.5,0.4848,0.29,0.3582,157
1,3,17,0,6,0,1,0.64,0.6212,0.5,0.1343,648
4,12,12,0,0,0,2,0.34,0.3333,0.81,0.1642,520
4,10,10,0,4,1,1,0.52,0.5,0.52,0,129
2,6,20,0,5,1,3,0.62,0.5455,0.94,0.2537,39
3,9,10,0,0,0,1,0.62,0.6212,0.5,0.1045,490
2,4,14,0,3,1,1,0.36,0.3485,0.57,0.194,135
3,8,18,0,2,1,1,0.7,0.6364,0.45,0.1642,576
1,2,0,0,5,1,3,0.32,0.3485,0.93,0,9
1,2,15,0,1,1,1,0.42,0.4242,0.32,0.2836,171
4,10,19,0,3,1,3,0.54,0.5152,0.94,0.1343,109
2,3,6,0,4,1,1,0.46,0.4545,0.59,0.2537,117
4,10,6,0,3,1,1,0.38,0.3939,0.82,0,178
4,10,3,0,6,0,1,0.32,0.303,0.66,0.2239,15
1,1,21,0,6,0,1,0.18,0.1515,0.74,0.3284,69
4,9,13,0,3,1,1,0.7,0.6515,0.58,0.2239,340
2,4,7,0,6,0,1,0.34,0.3333,0.49,0.1642,55
2,4,5,0,1,1,1,0.4,0.4091,0.76,0.0896,16
4,12,5,0,6,0,2,0.26,0.2576,0.6,0.194,9
4,11,20,0,0,0,1,0.36,0.3636,0.81,0.1045,116
2,4,2,0,3,1,1,0.36,0.3788,0.62,0,7
2,4,10,0,4,1,2,0.46,0.4545,0.94,0.1642,139
3,9,5,0,5,1,2,0.6,0.5606,0.83,0.1343,20
1,2,3,0,3,1,1,0.12,0.1364,0.5,0.1642,2
1,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,82
2,4,21,0,2,1,1,0.62,0.5909,0.78,0.2836,195
4,12,15,0,2,1,2,0.44,0.4394,0.54,0,154
1,2,22,0,0,0,1,0.14,0.1515,0.43,0.1642,28
2,4,2,0,6,0,1,0.36,0.3333,0.29,0.3582,36
1,1,19,0,5,1,1,0.36,0.3333,0.5,0.3881,251
1,12,5,0,0,0,1,0.2,0.2273,0.75,0.1045,1
1,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,55
4,9,15,0,1,1,1,0.6,0.6212,0.31,0,300
4,12,23,0,0,0,3,0.36,0.3636,1,0.0896,51
4,10,11,0,0,0,2,0.38,0.3939,0.66,0.2537,292
4,9,17,0,4,1,1,0.66,0.6212,0.47,0.2985,589
4,10,14,0,1,1,2,0.54,0.5152,0.64,0.194,206
2,6,13,0,2,1,1,0.64,0.6212,0.44,0.2239,209
2,4,21,0,5,1,1,0.44,0.4394,0.33,0.2985,208
2,5,3,0,5,1,2,0.62,0.5606,0.88,0.1045,14
1,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,18
2,4,22,0,1,1,2,0.46,0.4545,0.41,0.4925,108
3,9,0,0,1,1,1,0.56,0.5303,0.52,0.2836,41
1,3,23,0,5,1,2,0.6,0.6212,0.53,0.2239,86
3,8,3,0,2,1,1,0.66,0.5909,0.89,0.1343,4
3,9,19,1,1,0,1,0.72,0.697,0.74,0.194,374
2,4,10,0,6,0,1,0.42,0.4242,0.28,0.2537,363
1,2,8,0,0,0,2,0.22,0.2273,0.64,0.194,12
4,11,4,0,5,1,1,0.22,0.2727,0.75,0,3
3,7,21,0,2,1,1,0.82,0.7727,0.52,0.1343,333
4,10,8,0,3,1,2,0.62,0.5606,0.88,0.1045,809
2,6,8,0,0,0,1,0.54,0.5152,0.6,0.0896,140
3,7,12,0,1,1,1,0.8,0.7727,0.59,0.194,165
3,9,7,0,6,0,1,0.6,0.5455,0.88,0.1343,52
3,7,3,0,4,1,1,0.72,0.6667,0.54,0.194,7
3,7,16,0,4,1,1,0.84,0.7727,0.47,0.0896,358
4,12,11,0,1,1,1,0.26,0.2424,0.65,0.2537,127
1,2,21,0,2,1,1,0.34,0.3485,0.61,0.1045,190
1,2,18,0,6,0,1,0.46,0.4545,0.38,0.2985,246
1,2,8,0,2,1,1,0.26,0.2424,0.48,0.2836,559
4,11,11,0,5,1,1,0.3,0.303,0.36,0.1343,140
3,9,8,0,2,1,1,0.54,0.5152,0.68,0.0896,750
4,11,21,0,1,1,1,0.38,0.3939,0.82,0.1045,139
1,12,11,0,1,1,2,0.26,0.2576,0.6,0.1642,124
4,12,14,0,1,1,2,0.46,0.4545,0.67,0,133
4,10,9,0,0,0,1,0.46,0.4545,0.55,0.1642,269
1,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418,233
3,7,9,0,3,1,1,0.74,0.697,0.7,0.0896,209
3,6,15,0,0,0,1,0.74,0.6515,0.4,0,403
4,12,9,0,6,0,1,0.28,0.2576,0.61,0.2836,149
2,5,21,1,1,0,1,0.74,0.697,0.7,0.1343,149
2,5,0,0,6,0,2,0.5,0.4848,0.88,0.1343,102
4,12,7,0,3,1,3,0.44,0.4394,1,0.1045,46
1,3,16,0,2,1,1,0.36,0.3333,0.32,0.2836,250
2,3,21,0,4,1,1,0.58,0.5455,0.78,0.1642,374
3,7,21,0,5,1,3,0.62,0.5758,0.83,0.3284,122
3,7,20,0,4,1,1,0.86,0.8182,0.5,0.2537,446
4,10,19,0,5,1,1,0.54,0.5152,0.88,0.1642,232
4,12,21,0,6,0,1,0.22,0.2121,0.44,0.2239,83
3,8,12,0,0,0,1,0.74,0.6667,0.51,0.3881,306
2,5,3,0,6,0,1,0.48,0.4697,0.59,0,34
4,11,21,0,5,1,1,0.34,0.3333,0.49,0.194,178
3,9,20,0,2,1,1,0.56,0.5303,0.94,0,253
4,11,6,0,4,1,1,0.34,0.3333,0.76,0.194,99
3,8,2,0,5,1,1,0.66,0.6212,0.69,0,19
3,8,22,0,5,1,1,0.6,0.5455,0.88,0.1343,122
4,12,3,0,3,1,1,0.26,0.2727,0.6,0.1343,10
4,11,22,0,5,1,1,0.32,0.303,0.53,0.2537,162
2,3,16,0,2,1,1,0.5,0.4848,0.42,0.1045,165
1,2,6,0,0,0,1,0.24,0.2879,0.87,0,3
1,1,17,0,6,0,1,0.24,0.2273,0.41,0.2537,144
3,7,0,0,5,1,1,0.78,0.7424,0.62,0.1343,102
1,12,15,0,1,1,3,0.24,0.2273,0.87,0.2239,33
1,3,12,0,3,1,2,0.64,0.6212,0.29,0,267
2,5,10,0,1,1,2,0.52,0.5,0.77,0.194,190
4,9,7,0,5,1,2,0.56,0.5303,0.94,0,394
4,11,1,0,1,1,2,0.36,0.3485,0.66,0.2239,19
1,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,195
3,7,7,0,4,1,1,0.62,0.6212,0.53,0.2537,334
1,2,5,0,4,1,1,0.2,0.2121,0.69,0.1343,4
4,11,23,0,5,1,1,0.32,0.303,0.49,0.3284,89
2,5,1,0,2,1,1,0.7,0.6667,0.79,0.194,14
4,11,2,0,2,1,1,0.32,0.3485,0.87,0,1
3,7,13,0,2,1,1,0.82,0.7273,0.38,0.194,280
1,3,7,0,4,1,1,0.32,0.3333,0.76,0.1343,140
1,3,2,0,2,1,1,0.3,0.303,0.62,0.0896,3
3,7,22,0,4,1,1,0.64,0.6212,0.57,0.0896,176
4,10,20,0,2,1,1,0.58,0.5455,0.64,0.1343,379
3,7,2,0,0,0,1,0.72,0.697,0.74,0.0896,90
2,4,19,0,3,1,1,0.7,0.6364,0.32,0.2537,383
1,2,5,0,0,0,3,0.26,0.2576,0.81,0.194,4
1,1,3,0,6,0,2,0.16,0.2273,0.59,0,8
1,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,212
3,8,17,0,3,1,1,0.84,0.7121,0.26,0.2985,584
3,9,18,0,3,1,3,0.64,0.5758,0.89,0,237
4,12,15,0,2,1,3,0.5,0.4848,1,0.194,45
3,8,19,0,1,1,1,0.78,0.7424,0.59,0.194,640
4,10,11,0,4,1,1,0.46,0.4545,0.36,0,251
3,7,11,0,1,1,2,0.78,0.7273,0.55,0.1343,215
4,10,7,0,6,0,1,0.42,0.4242,0.94,0.0896,73
4,9,10,0,0,0,1,0.54,0.5152,0.45,0.2537,489
4,10,7,0,0,0,1,0.4,0.4091,0.62,0,56
3,9,11,0,5,1,1,0.66,0.6212,0.57,0.2239,321
1,2,19,0,3,1,2,0.4,0.4091,0.87,0.1045,102
4,11,8,0,3,1,1,0.32,0.3485,0.87,0,472
3,9,23,0,5,1,2,0.64,0.6061,0.73,0.1642,98
3,6,22,0,0,0,1,0.74,0.6818,0.55,0.1045,178
4,11,19,0,6,0,1,0.36,0.3485,0.5,0.1642,239
1,1,11,0,2,1,1,0.34,0.3333,0.87,0.1343,153
2,5,19,0,4,1,1,0.78,0.697,0.46,0.3284,378
4,11,13,0,0,0,1,0.54,0.5152,0.45,0.1045,686
1,2,8,0,6,0,1,0.24,0.2879,0.87,0,90
4,12,22,0,5,1,2,0.36,0.3636,0.93,0.0896,165
3,8,9,0,6,0,1,0.74,0.697,0.7,0.2239,215
4,12,4,0,0,0,2,0.34,0.3636,0.87,0,11
3,9,6,0,4,1,1,0.44,0.4394,0.77,0,170
1,3,7,0,3,1,2,0.24,0.2424,0.87,0.1642,141
2,4,0,0,5,1,1,0.48,0.4697,0.67,0.1045,64
3,6,4,0,2,1,1,0.54,0.5152,0.45,0.2985,10
2,4,22,0,2,1,1,0.54,0.5152,0.3,0.2537,162
3,7,0,0,3,1,1,0.7,0.6667,0.84,0.1045,40
1,12,14,0,0,0,1,0.3,0.2727,0.36,0.4627,160
4,10,21,0,6,0,1,0.5,0.4848,0.42,0.2239,168
3,9,6,0,0,0,1,0.5,0.4848,0.72,0,35
4,10,12,0,0,0,1,0.58,0.5455,0.35,0.2537,444
4,10,2,0,4,1,2,0.54,0.5152,0.94,0,4
4,10,14,0,0,0,1,0.6,0.6212,0.4,0.2985,462
1,2,0,0,2,1,1,0.42,0.4242,0.54,0.1343,10
1,2,6,0,6,0,3,0.2,0.2576,1,0,4
2,3,2,0,6,0,2,0.42,0.4242,0.77,0.2537,69
1,1,2,0,5,1,1,0.22,0.2273,0.69,0.1642,5
4,9,21,0,5,1,1,0.6,0.5,1,0.1642,138
1,3,8,0,4,1,1,0.14,0.1212,0.39,0.2985,220
2,5,3,0,2,1,1,0.54,0.5152,0.83,0.2836,2
3,7,9,0,2,1,1,0.72,0.6818,0.7,0.1045,333
3,9,1,0,3,1,3,0.54,0.5152,0.94,0.2537,5
3,7,15,0,2,1,1,0.9,0.8485,0.42,0.3582,148
2,4,6,0,5,1,1,0.4,0.4091,0.43,0.2537,120
2,6,4,0,6,0,1,0.62,0.6212,0.57,0,8
2,6,4,0,5,1,1,0.56,0.5303,0.83,0.1642,14
4,10,19,0,4,1,1,0.44,0.4394,0.51,0.1343,743
