SEASON,MONTH,HOUR,HOLIDAY,WEEKDAY,WORKINGDAY,WEATHERSIT,TEMP,ATEMP,HUM,WINDSPEED,USERS
3,8,19,0,6,0,2,0.66,0.5909,0.89,0.1045,275
4,12,16,0,3,1,2,0.38,0.3939,0.54,0.1045,245
4,12,7,0,3,1,3,0.46,0.4545,0.59,0.2985,398
3,9,19,0,1,1,1,0.62,0.6212,0.38,0.2985,633
4,10,7,0,4,1,2,0.46,0.4545,0.94,0.0896,137
2,5,17,0,3,1,1,0.6,0.5909,0.69,0.1343,565
4,11,6,0,0,0,1,0.34,0.3333,0.66,0.1343,23
3,7,7,0,2,1,1,0.68,0.6364,0.83,0.2239,513
1,2,13,0,4,1,1,0.2,0.1667,0.4,0.4179,51
2,4,22,0,2,1,1,0.4,0.4091,0.37,0.4925,127
3,6,8,0,2,1,1,0.56,0.5303,0.49,0.3284,656
2,4,5,0,0,0,1,0.38,0.3939,0.46,0,12
1,1,14,0,4,1,1,0.24,0.2273,0.44,0.194,119
4,10,3,0,6,0,1,0.44,0.4394,0.62,0.194,23
1,1,12,0,5,1,1,0.36,0.3333,0.5,0.2537,191
1,3,4,0,5,1,1,0.32,0.3485,0.61,0,2
3,9,5,0,6,0,1,0.58,0.5455,0.94,0.1343,8
4,12,12,0,6,0,2,0.32,0.3333,0.81,0.0896,446
1,2,21,0,4,1,2,0.34,0.303,0.87,0.3284,83
4,11,10,0,1,1,1,0.32,0.3485,0.49,0,147
4,11,6,0,0,0,1,0.3,0.3182,0.87,0.0896,19
3,7,0,0,3,1,2,0.66,0.6061,0.83,0.1343,44
2,3,14,0,2,1,1,0.5,0.4848,0.42,0.3284,101
3,8,9,0,5,1,2,0.74,0.697,0.66,0.1045,396
2,5,11,0,5,1,1,0.56,0.5303,0.35,0.2537,291
1,2,18,0,3,1,2,0.18,0.1667,0.47,0.2985,170
1,12,13,0,5,1,2,0.32,0.2879,0.39,0.4179,240
2,6,13,0,4,1,1,0.68,0.6364,0.57,0.1642,284
2,4,20,0,3,1,2,0.42,0.4242,0.77,0.1045,260
4,10,7,0,4,1,1,0.36,0.3333,0.5,0.2537,478
2,6,6,0,1,1,1,0.52,0.5,0.68,0,139
1,1,22,0,0,0,1,0.08,0.0909,0.38,0.194,28
1,1,8,0,0,0,1,0.26,0.2727,0.87,0.1045,14
2,5,20,0,6,0,1,0.68,0.6364,0.41,0.0896,315
4,11,16,0,4,1,1,0.52,0.5,0.48,0.194,267
2,5,21,0,4,1,1,0.5,0.4848,0.36,0.194,180
4,12,17,0,1,1,1,0.38,0.3939,0.46,0.194,378
2,6,6,0,2,1,2,0.6,0.5758,0.78,0.1045,161
3,9,11,0,0,0,1,0.52,0.5,0.68,0.2239,317
3,6,10,0,4,1,1,0.84,0.7879,0.49,0.1045,150
4,10,4,0,2,1,1,0.42,0.4242,0.77,0.1045,7
1,3,23,0,0,0,1,0.26,0.2576,0.41,0.194,26
2,5,7,0,3,1,2,0.56,0.5303,0.94,0.194,418
2,5,0,0,5,1,2,0.52,0.5,0.83,0.1642,52
4,11,14,0,5,1,1,0.52,0.5,0.39,0.2239,272
4,10,9,0,3,1,3,0.52,0.5,0.88,0.4925,202
3,7,21,0,4,1,1,0.8,0.7424,0.49,0.6119,271
2,6,17,0,0,0,3,0.68,0.6364,0.83,0.2836,252
4,12,13,0,4,1,1,0.36,0.3485,0.34,0.194,271
1,3,16,0,5,1,3,0.48,0.4697,0.77,0,129
2,6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,155
1,2,16,0,5,1,1,0.3,0.2879,0.28,0.194,125
1,1,4,0,4,1,3,0.36,0.3485,0.93,0.194,2
1,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,3
2,4,20,0,3,1,1,0.64,0.6212,0.27,0.2239,372
4,10,2,0,6,0,1,0.46,0.4545,0.59,0.194,56
3,8,3,0,2,1,2,0.68,0.6364,0.83,0.194,3
3,7,14,0,5,1,1,0.96,1,0.48,0.2985,101
3,9,7,0,4,1,1,0.54,0.5152,0.77,0,571
1,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,99
4,11,9,1,4,0,1,0.3,0.3333,0.65,0,119
1,2,7,0,3,1,3,0.22,0.2121,0.93,0.2239,49
3,9,23,0,4,1,1,0.64,0.5758,0.89,0.1642,169
3,7,21,0,0,0,1,0.84,0.7424,0.39,0.1343,258
2,4,4,0,5,1,2,0.24,0.2273,0.93,0.2537,3
4,10,16,0,1,1,2,0.62,0.6212,0.46,0.2537,459
3,9,21,0,0,0,2,0.54,0.5152,0.68,0.0896,147
1,1,19,0,0,0,1,0.16,0.1667,0.37,0.1642,110
3,8,20,0,0,0,1,0.64,0.5758,0.89,0.1642,211
3,8,3,0,1,1,3,0.72,0.697,0.79,0.0896,5
1,2,17,0,0,0,1,0.34,0.3636,0.46,0,121
1,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,40
3,8,2,0,1,1,1,0.62,0.5606,0.88,0.1343,8
2,6,8,0,3,1,2,0.72,0.697,0.79,0.194,454
1,3,18,0,5,1,3,0.48,0.4697,0.82,0.0896,408
1,2,20,0,6,0,1,0.26,0.2576,0.41,0.2239,40
4,11,13,0,5,1,2,0.4,0.4091,0.4,0.1642,262
3,7,6,0,6,0,1,0.7,0.6515,0.7,0.1045,50
4,12,14,0,2,1,1,0.46,0.4545,0.47,0.4478,247
3,7,10,0,0,0,1,0.9,0.8636,0.45,0,319
3,7,19,0,6,0,1,0.74,0.6515,0.33,0.2239,256
4,11,21,0,3,1,1,0.4,0.4091,0.87,0,161
2,3,15,0,1,1,1,0.32,0.303,0.24,0.2836,72
1,2,14,0,2,1,2,0.32,0.2879,0.53,0.3881,124
2,4,18,0,0,0,1,0.52,0.5,0.52,0.2985,432
3,7,12,0,6,0,1,0.8,0.7273,0.46,0.2537,366
2,4,10,0,1,1,1,0.64,0.6061,0.73,0.2239,125
1,2,21,0,2,1,1,0.34,0.3485,0.46,0.1045,188
3,7,10,0,5,1,2,0.74,0.6667,0.48,0,268
4,10,18,0,3,1,1,0.7,0.6515,0.65,0,810
2,5,18,1,1,0,1,0.8,0.7727,0.59,0.2985,383
2,4,0,0,4,1,1,0.56,0.5303,0.43,0.3582,44
4,11,1,0,3,1,3,0.46,0.4545,0.94,0.0896,5
1,2,19,0,5,1,1,0.38,0.3939,0.37,0.2239,282
3,8,21,0,1,1,1,0.6,0.5606,0.83,0,245
3,9,13,0,2,1,1,0.8,0.7576,0.55,0.4478,275
2,4,5,0,3,1,1,0.4,0.4091,0.94,0.194,15
3,6,14,0,1,1,2,0.72,0.6667,0.58,0.0896,158
1,1,1,0,2,1,2,0.28,0.2576,0.65,0.3582,2
3,9,2,0,1,1,2,0.52,0.5,0.72,0.1343,13
3,7,15,0,6,0,1,0.94,0.8788,0.38,0,215
4,12,5,0,0,0,1,0.2,0.2273,0.59,0.1045,5
4,11,18,0,6,0,2,0.36,0.3333,0.46,0.2836,297
1,12,6,0,3,1,2,0.22,0.2121,0.69,0.2239,36
1,3,18,0,6,0,1,0.36,0.3636,0.21,0.0896,297
2,5,11,0,5,1,2,0.74,0.6818,0.55,0.3284,166
4,10,21,0,3,1,2,0.66,0.6212,0.74,0,209
1,2,16,0,2,1,1,0.36,0.3333,0.46,0.4179,254
4,10,13,0,0,0,1,0.4,0.4091,0.43,0.2239,345
1,2,18,0,2,1,1,0.42,0.4242,0.38,0.194,518
1,2,13,0,3,1,1,0.4,0.4091,0.43,0.2836,170
1,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,47
3,9,22,0,0,0,2,0.54,0.5152,0.68,0.0896,84
2,4,16,0,5,1,3,0.34,0.3333,0.87,0.1343,62
3,7,5,0,6,0,2,0.62,0.5606,0.88,0.1642,15
2,5,0,0,3,1,2,0.52,0.5,0.55,0.1343,38
3,8,2,0,3,1,1,0.64,0.5758,0.83,0.1045,13
3,8,10,0,2,1,2,0.74,0.697,0.7,0.1343,250
3,8,1,0,4,1,1,0.7,0.6364,0.45,0.1343,26
4,11,6,0,0,0,2,0.42,0.4242,0.67,0.2537,9
3,8,19,0,3,1,1,0.7,0.6515,0.54,0.194,643
3,9,1,0,6,0,2,0.64,0.6061,0.69,0.2537,74
4,12,2,0,2,1,2,0.44,0.4394,0.88,0.2239,7
4,10,12,0,4,1,1,0.48,0.4697,0.48,0.5224,199
2,3,13,0,4,1,2,0.32,0.303,0.7,0.2239,101
3,9,9,1,1,0,3,0.68,0.6364,0.74,0.1642,152
4,11,8,0,6,0,1,0.32,0.3333,0.76,0.0896,60
2,5,7,0,5,1,1,0.56,0.5303,0.88,0,356
1,2,17,0,4,1,1,0.54,0.5152,0.32,0.1642,610
3,7,18,1,1,0,1,0.8,0.7273,0.46,0.1343,418
4,12,12,0,4,1,2,0.46,0.4545,0.59,0.4925,157
2,4,21,0,5,1,1,0.32,0.3333,0.53,0.1343,93
2,4,13,0,1,1,1,0.68,0.6364,0.34,0.3284,139
1,3,16,0,0,0,1,0.36,0.3182,0.29,0.4925,299
3,8,16,0,5,1,1,0.78,0.7273,0.55,0.2985,467
3,7,14,0,2,1,1,0.86,0.8182,0.5,0.194,152
2,5,22,0,5,1,1,0.66,0.6212,0.74,0.1045,212
1,1,22,0,6,0,2,0.4,0.4091,0.94,0.2239,28
4,10,13,0,5,1,1,0.48,0.4697,0.48,0.3284,206
1,1,13,0,6,0,1,0.08,0.1667,0.35,0,84
3,6,6,0,2,1,1,0.66,0.6061,0.83,0.1642,124
1,1,19,0,0,0,3,0.42,0.4242,0.67,0.3881,105
4,12,16,0,3,1,1,0.46,0.4545,0.33,0.2836,377
1,2,14,0,4,1,1,0.2,0.1818,0.27,0.2836,48
2,6,17,0,6,0,1,0.84,0.7121,0.24,0,495
3,8,21,0,2,1,2,0.72,0.697,0.74,0,317
1,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,76
1,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,75
4,10,20,0,0,0,1,0.56,0.5303,0.73,0.1045,193
3,8,3,0,4,1,1,0.62,0.5909,0.73,0,5
1,3,10,0,3,1,1,0.36,0.3333,0.5,0.2985,147
3,8,4,0,4,1,2,0.68,0.6364,0.89,0.1343,10
3,8,7,0,0,0,1,0.68,0.6364,0.83,0.2985,31
3,6,17,0,4,1,1,0.88,0.7879,0.37,0,615
1,1,10,0,3,1,1,0.06,0.1061,0.45,0,64
3,6,19,0,6,0,1,0.8,0.697,0.27,0.194,425
2,4,1,0,5,1,1,0.5,0.4848,0.59,0.4478,35
1,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,20
1,2,21,0,3,1,1,0.36,0.3485,0.46,0.194,92
4,12,23,0,6,0,1,0.3,0.303,0.7,0.1343,85
1,1,23,0,3,1,2,0.2,0.2273,0.44,0.1045,32
2,4,8,0,6,0,1,0.38,0.3939,0.4,0.1343,158
4,11,15,0,6,0,1,0.52,0.5,0.45,0,567
4,12,12,0,3,1,1,0.4,0.4091,0.54,0.2836,236
3,8,6,0,6,0,1,0.7,0.6667,0.84,0.2239,49
3,6,5,0,4,1,1,0.72,0.697,0.74,0.1642,24
1,2,9,0,1,1,1,0.22,0.2727,0.8,0,118
4,12,8,0,3,1,3,0.44,0.4394,1,0,86
1,1,9,0,4,1,1,0.32,0.3333,0.81,0.1045,230
2,3,12,0,5,1,1,0.32,0.303,0.42,0.2537,145
2,5,5,0,5,1,2,0.62,0.5606,0.88,0.0896,30
4,12,1,0,4,1,2,0.32,0.3182,0.7,0.1642,20
1,2,14,0,4,1,2,0.4,0.4091,0.5,0.2985,69
1,2,18,0,4,1,1,0.2,0.2121,0.4,0.1642,147
4,10,11,0,6,0,1,0.64,0.6061,0.65,0.2537,647
3,6,6,0,2,1,1,0.52,0.5,0.52,0.2985,188
1,2,16,0,5,1,2,0.34,0.3182,0.42,0.2537,268
1,12,17,0,3,1,1,0.28,0.2727,0.38,0.2537,250
2,6,14,0,0,0,1,0.68,0.6364,0.36,0.3284,678
1,2,7,0,6,0,1,0.28,0.2424,0.45,0.4478,23
2,4,0,0,6,0,2,0.3,0.3333,0.61,0,32
4,10,14,0,1,1,1,0.62,0.6061,0.27,0.194,282
4,11,10,0,0,0,2,0.44,0.4394,0.72,0.1045,229
3,9,18,0,2,1,1,0.6,0.5606,0.83,0.1045,492
3,7,8,0,0,0,2,0.64,0.5909,0.78,0,153
3,8,4,0,2,1,1,0.7,0.6667,0.74,0,7
1,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,57
3,6,9,0,6,0,1,0.64,0.5758,0.89,0.1642,275
2,5,0,0,0,0,2,0.5,0.4848,0.59,0.1045,100
2,6,14,0,6,0,1,0.82,0.697,0.23,0.194,593
3,8,19,0,4,1,2,0.66,0.6061,0.78,0.3284,272
2,4,11,0,3,1,3,0.46,0.4545,0.47,0.2537,119
2,5,11,0,3,1,1,0.74,0.6667,0.51,0.0896,140
1,2,23,0,6,0,1,0.24,0.197,0.41,0.4179,91
4,11,5,0,3,1,2,0.26,0.2727,0.7,0.1343,39
4,11,10,0,2,1,2,0.4,0.4091,0.66,0.0896,176
1,1,7,0,2,1,2,0.18,0.197,0.93,0.1642,222
4,10,15,0,2,1,1,0.54,0.5152,0.41,0.3284,346
4,11,9,0,3,1,1,0.28,0.2727,0.52,0.194,322
4,12,21,0,3,1,3,0.3,0.2576,0.87,0.5224,6
3,7,17,0,0,0,1,0.82,0.7424,0.41,0.1642,531
1,2,5,1,1,0,2,0.34,0.3636,0.36,0,3
2,4,11,0,0,0,3,0.38,0.3939,0.87,0.2985,77
3,8,4,0,3,1,1,0.6,0.5909,0.73,0.2239,10
1,1,6,0,0,0,1,0.2,0.2273,0.4,0.1045,5
1,1,21,0,1,1,1,0.14,0.1515,0.63,0.1642,59
3,8,22,0,3,1,1,0.72,0.697,0.74,0.1045,233
2,5,20,0,2,1,1,0.66,0.6212,0.74,0.0896,280
1,1,15,0,1,1,3,0.22,0.2273,0.75,0.1642,69
1,1,18,0,2,1,2,0.3,0.3182,0.49,0.0896,225
1,3,11,0,6,0,1,0.34,0.303,0.49,0.3284,119
2,6,13,0,4,1,1,0.8,0.6818,0.24,0.3582,203
3,7,6,0,0,0,1,0.68,0.6364,0.83,0.1343,15
2,5,14,0,5,1,1,0.66,0.6212,0.34,0.1343,350
1,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,161
3,7,0,0,0,0,1,0.76,0.7273,0.66,0,149
1,2,6,0,6,0,1,0.22,0.2273,0.87,0.1343,5
4,10,3,0,2,1,1,0.4,0.4091,0.87,0,4
3,8,3,0,1,1,1,0.62,0.5606,0.88,0.0896,4
3,9,5,0,5,1,1,0.54,0.5152,0.83,0,41
1,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,92
3,6,13,0,4,1,1,0.9,0.8182,0.35,0,172
1,1,16,0,1,1,1,0.16,0.1515,0.47,0.2537,70
3,8,20,0,5,1,3,0.62,0.5758,0.83,0.2985,58
3,9,3,0,3,1,3,0.56,0.5303,0.94,0.1343,2
1,3,17,0,3,1,2,0.44,0.4394,0.54,0.2985,253
4,11,13,0,3,1,1,0.48,0.4697,0.48,0.1642,161
2,3,0,0,3,1,2,0.32,0.3485,0.57,0,11
1,3,1,0,4,1,1,0.36,0.3485,0.71,0.2239,12
1,2,7,0,5,1,3,0.34,0.3333,1,0.1343,35
2,6,2,0,4,1,2,0.62,0.6212,0.53,0.2537,9
4,9,11,0,0,0,2,0.66,0.6061,0.78,0.1343,361
4,11,1,0,5,1,1,0.24,0.2576,0.7,0.0896,19
1,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,19
2,4,0,0,6,0,1,0.4,0.4091,0.58,0.1343,96
3,9,12,0,4,1,2,0.72,0.6667,0.51,0.1343,229
4,11,16,0,6,0,2,0.46,0.4545,0.47,0.1343,275
2,5,10,0,5,1,1,0.6,0.6212,0.46,0.1343,255
4,10,7,0,5,1,2,0.52,0.5,0.88,0.1045,421
3,7,13,0,6,0,1,0.94,0.8788,0.38,0.1642,245
3,8,2,0,3,1,1,0.68,0.6364,0.65,0,8
4,11,19,0,5,1,1,0.42,0.4242,0.67,0,134
3,8,3,0,1,1,1,0.6,0.5909,0.69,0.1045,6
1,2,5,0,3,1,1,0.26,0.2879,0.75,0.0896,29
2,5,6,0,3,1,3,0.34,0.303,0.93,0.3881,21
2,4,0,0,1,1,1,0.48,0.4697,0.88,0.3284,23
3,7,11,0,6,0,1,0.9,0.8182,0.37,0.194,216
4,12,12,0,4,1,1,0.36,0.3333,0.4,0.2537,282
1,1,1,0,4,1,1,0.16,0.2273,0.64,0,4
1,2,3,0,2,1,2,0.16,0.2273,0.69,0,2
4,12,10,0,5,1,1,0.26,0.2576,0.81,0.194,190
1,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,89
1,2,22,0,4,1,3,0.34,0.3182,0.87,0.2836,55
1,12,15,0,5,1,1,0.42,0.4242,0.44,0,292
3,7,15,0,3,1,1,0.8,0.7121,0.41,0.2537,276
2,5,12,0,1,1,2,0.56,0.5303,0.88,0.2836,185
4,11,0,0,0,0,1,0.34,0.3485,0.81,0.0896,124
2,3,6,0,1,1,1,0.18,0.1667,0.34,0.2836,40
3,8,7,0,5,1,1,0.7,0.6667,0.74,0.1045,421
3,7,18,0,2,1,1,0.76,0.7121,0.62,0.3284,877
4,11,22,0,2,1,1,0.26,0.2273,0.56,0.3284,135
1,12,8,0,3,1,3,0.2,0.1818,0.86,0.3284,31
2,3,22,0,4,1,3,0.28,0.2727,0.93,0.2537,51
4,11,7,0,3,1,1,0.3,0.3333,0.87,0,300
1,3,22,0,1,1,2,0.56,0.5303,0.73,0.1642,148
1,1,1,0,3,1,2,0.46,0.4545,0.77,0.3284,10
3,8,23,0,2,1,1,0.62,0.6061,0.61,0.1343,80
1,1,12,0,5,1,3,0.18,0.2121,0.93,0.1045,29
1,12,6,0,3,1,1,0.32,0.303,0.57,0.2537,43
3,7,8,1,1,0,1,0.7,0.6667,0.74,0.1045,86
3,8,9,0,6,0,1,0.78,0.7576,0.65,0.2239,278
3,6,18,0,6,0,1,0.72,0.6515,0.45,0.2537,307
4,11,3,0,6,0,1,0.26,0.2424,0.48,0.2537,15
1,2,22,0,4,1,2,0.32,0.3485,0.81,0,111
1,2,2,0,5,1,1,0.26,0.2879,0.52,0.0896,16
1,2,7,0,5,1,1,0.14,0.2121,0.59,0,87
3,8,4,0,2,1,1,0.64,0.6061,0.69,0.2985,5
2,4,3,0,2,1,2,0.54,0.5152,0.73,0.3284,4
2,5,13,0,2,1,2,0.56,0.5303,0.88,0.3284,172
3,9,5,0,6,0,1,0.56,0.5303,0.83,0.3284,17
3,8,9,0,6,0,2,0.68,0.6364,0.69,0.2836,288
2,5,21,0,4,1,1,0.5,0.4848,0.42,0.194,230
1,3,17,0,0,0,1,0.44,0.4394,0.41,0.3582,241
4,10,7,0,5,1,3,0.54,0.5152,0.94,0,154
4,10,8,0,3,1,3,0.54,0.5152,0.7,0.4925,210
4,12,18,0,5,1,1,0.34,0.3636,0.61,0,318
2,5,12,0,3,1,2,0.44,0.4394,0.62,0.3582,124
3,9,14,0,2,1,2,0.58,0.5455,0.88,0.194,112
3,8,17,0,6,0,3,0.74,0.697,0.66,0.3582,512
1,3,9,0,5,1,1,0.46,0.4545,0.63,0.2239,210
1,2,10,0,6,0,2,0.3,0.303,0.49,0.1343,85
4,12,21,0,1,1,1,0.26,0.303,0.81,0,121
1,2,23,0,0,0,2,0.3,0.303,0.61,0.1642,54
3,8,2,0,3,1,1,0.58,0.5455,0.68,0.1343,6
4,12,2,0,2,1,2,0.4,0.4091,0.66,0.3284,1
1,3,9,0,2,1,1,0.22,0.2727,0.47,0,233
4,10,11,0,6,0,1,0.42,0.4242,0.35,0.1343,527
3,7,13,0,3,1,1,0.84,0.7273,0.3,0.3582,180
3,8,0,0,2,1,1,0.7,0.6667,0.74,0.2239,60
1,12,6,0,6,0,1,0.26,0.2273,0.44,0.4179,13
4,11,2,0,1,1,3,0.44,0.4394,1,0.194,3
2,4,9,0,1,1,1,0.38,0.3939,0.54,0.3582,317
4,10,5,0,5,1,1,0.42,0.4242,0.82,0,27
3,7,22,0,1,1,2,0.72,0.6667,0.58,0.1045,224
1,1,0,0,2,1,1,0.2,0.197,0.51,0.2537,13
3,7,22,0,3,1,1,0.7,0.6667,0.79,0.194,186
2,5,22,0,4,1,1,0.62,0.5909,0.78,0,246
1,2,17,0,5,1,1,0.66,0.6212,0.34,0.3582,327
1,1,5,0,2,1,1,0.14,0.1364,0.74,0.2239,9
1,3,3,0,6,0,2,0.54,0.5152,0.39,0.3284,8
2,6,8,0,4,1,2,0.76,0.7273,0.7,0.1045,432
1,1,7,0,1,1,2,0.16,0.1364,0.64,0.2836,72
1,2,11,0,3,1,3,0.3,0.2879,0.87,0.194,10
3,9,1,0,1,1,1,0.52,0.5,0.72,0.0896,21
2,4,9,0,2,1,3,0.46,0.4545,0.94,0.4925,54
2,4,22,0,6,0,1,0.44,0.4394,0.67,0.1045,143
4,10,9,0,4,1,1,0.4,0.4091,0.43,0.3881,355
4,12,12,0,3,1,3,0.44,0.4394,1,0.1343,33
2,5,3,0,2,1,2,0.52,0.5,0.68,0.2836,6
4,12,14,0,5,1,2,0.34,0.3182,0.42,0.2239,128
3,7,22,0,3,1,1,0.78,0.7727,0.7,0.2239,169
1,1,20,0,5,1,1,0.24,0.2424,0.41,0.1642,136
3,8,1,0,2,1,1,0.68,0.6364,0.79,0.2537,27
1,2,9,0,1,1,1,0.18,0.2121,0.8,0.1045,277
2,4,7,0,4,1,2,0.42,0.4242,0.47,0.4627,198
3,9,22,0,2,1,1,0.64,0.5909,0.78,0.1343,144
1,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,210
4,9,3,0,6,0,1,0.58,0.5455,0.94,0,31
1,3,4,0,3,1,1,0.24,0.2576,0.75,0.1045,2
4,11,18,0,2,1,3,0.44,0.4394,1,0,148
1,1,15,0,6,0,2,0.44,0.4394,0.77,0.2985,110
4,11,18,1,4,0,1,0.4,0.4091,0.43,0,70
2,3,17,0,4,1,2,0.3,0.2879,0.87,0.2537,168
3,8,2,0,6,0,1,0.7,0.6667,0.84,0.194,77
4,10,1,0,6,0,1,0.34,0.3333,0.53,0.1343,146
3,8,11,0,1,1,1,0.72,0.6515,0.34,0.3284,131
2,5,23,0,4,1,2,0.64,0.5909,0.78,0.1343,167
4,9,9,0,2,1,1,0.54,0.5152,0.56,0.2537,409
3,8,12,0,1,1,1,0.78,0.697,0.4,0.194,276
4,10,17,0,4,1,2,0.5,0.4848,0.72,0.4627,322
4,11,21,0,4,1,2,0.38,0.3939,0.54,0.1343,267
3,8,11,0,3,1,1,0.72,0.6667,0.54,0.2985,185
2,4,7,0,3,1,1,0.26,0.2727,0.65,0.1045,133
2,5,7,0,2,1,1,0.74,0.697,0.66,0.1045,235
1,1,6,0,2,1,2,0.32,0.3182,0.93,0.194,89
1,3,11,0,0,0,2,0.42,0.4242,1,0.2239,62
1,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,128
3,7,17,0,5,1,1,0.74,0.6667,0.42,0.2537,587
4,10,9,0,5,1,2,0.42,0.4242,0.58,0.1343,222
2,6,18,0,5,1,1,0.7,0.6364,0.24,0.2985,564
4,9,21,0,4,1,1,0.58,0.5455,0.56,0,225
3,9,22,0,2,1,1,0.74,0.697,0.7,0.2836,179
3,8,4,0,1,1,1,0.64,0.6061,0.69,0.1045,11
1,1,14,0,5,1,1,0.26,0.2121,0.33,0.5522,129
4,10,10,0,1,1,1,0.5,0.4848,0.55,0,212
4,11,9,0,6,0,1,0.36,0.3485,0.66,0.194,259
3,9,10,0,3,1,2,0.76,0.7273,0.7,0.1642,235
1,1,7,1,1,0,1,0.24,0.2121,0.32,0.3881,16
3,7,23,0,0,0,2,0.76,0.7273,0.7,0.0896,50
2,5,22,0,6,0,1,0.6,0.5909,0.69,0.1343,204
3,8,1,0,3,1,1,0.72,0.697,0.79,0,23
3,6,22,0,1,1,1,0.66,0.6212,0.29,0.3881,187
2,3,5,0,3,1,3,0.32,0.3182,0.87,0.194,10
3,7,23,0,0,0,1,0.74,0.697,0.66,0.2239,70
1,3,15,0,0,0,1,0.36,0.3182,0.32,0.5224,334
4,12,14,0,4,1,1,0.3,0.3182,0.42,0.0896,212
3,9,16,0,2,1,2,0.6,0.5606,0.83,0.1642,264
4,10,13,0,5,1,1,0.6,0.6212,0.46,0,305
3,8,16,0,3,1,1,0.76,0.6667,0.37,0.1343,493
4,12,15,0,6,0,1,0.42,0.4242,0.82,0.1642,541
1,2,2,0,4,1,3,0.14,0.1515,0.8,0.1343,3
2,4,5,1,1,0,1,0.54,0.5152,0.77,0.2239,38
2,4,20,0,0,0,1,0.52,0.5,0.36,0.194,141
2,5,10,0,6,0,1,0.56,0.5303,0.49,0.0896,411
3,9,4,0,5,1,1,0.62,0.5606,0.88,0,8
3,6,4,0,1,1,2,0.6,0.5606,0.83,0.1642,9
4,10,9,0,4,1,2,0.5,0.4848,0.82,0.1642,171
1,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,6
3,8,15,0,6,0,2,0.64,0.6061,0.73,0.3284,233
2,5,5,0,4,1,2,0.46,0.4545,0.88,0.2537,21
1,12,4,0,5,1,2,0.24,0.2576,0.6,0.1045,4
1,2,6,0,2,1,1,0.2,0.2576,0.75,0,86
2,6,18,0,1,1,1,0.7,0.6515,0.61,0.2537,538
1,3,10,0,4,1,1,0.52,0.5,0.55,0.1642,133
3,9,7,0,3,1,1,0.52,0.5,0.72,0,557
2,6,23,0,2,1,1,0.72,0.697,0.79,0.1343,125
2,5,7,0,6,0,3,0.48,0.4697,1,0,32
1,1,9,0,2,1,3,0.32,0.303,0.81,0.2537,68
3,8,11,0,6,0,1,0.72,0.6667,0.58,0,338
4,10,3,0,4,1,2,0.54,0.5152,1,0.194,6
2,4,9,0,3,1,1,0.36,0.3333,0.46,0.2537,165
2,3,22,0,0,0,1,0.46,0.4545,0.82,0.1343,111
1,2,8,0,2,1,2,0.24,0.2879,0.7,0,513
3,9,17,0,1,1,2,0.64,0.6061,0.65,0.2239,842
3,9,21,0,1,1,2,0.56,0.5303,0.68,0.1642,200
2,6,7,0,0,0,1,0.64,0.5909,0.78,0.1045,34
2,6,18,0,6,0,2,0.74,0.6818,0.55,0.194,381
2,4,23,0,0,0,1,0.46,0.4545,0.88,0.3582,32
4,12,23,0,3,1,1,0.32,0.3333,0.66,0.1343,88
2,5,6,0,3,1,3,0.56,0.5303,0.84,0,120
1,1,20,0,4,1,2,0.42,0.4242,0.71,0.194,240
3,8,7,0,2,1,2,0.66,0.6061,0.83,0.1045,269
3,9,15,0,4,1,1,0.74,0.697,0.66,0.194,270
4,12,1,0,0,0,2,0.4,0.4091,0.87,0.1045,102
2,6,17,0,6,0,2,0.74,0.6818,0.58,0.1642,337
2,6,9,0,1,1,1,0.62,0.6212,0.43,0.2836,282
3,8,20,0,3,1,1,0.74,0.6818,0.58,0.2537,280
1,2,19,0,5,1,2,0.32,0.3485,0.57,0,262
2,5,17,0,3,1,1,0.4,0.4091,0.71,0.2537,410
2,6,3,0,1,1,3,0.64,0.5758,0.89,0,1
3,8,13,0,1,1,1,0.9,0.803,0.31,0.2985,150
1,1,2,0,4,1,2,0.28,0.2727,0.75,0.1642,7
4,11,3,0,3,1,1,0.24,0.2273,0.65,0.2239,5
2,6,8,0,2,1,2,0.48,0.4697,0.77,0.2239,710
1,2,16,0,5,1,2,0.3,0.2879,0.42,0.2239,99
2,6,1,0,1,1,3,0.56,0.5303,0.6,0.1642,14
2,6,15,0,4,1,1,0.74,0.6667,0.48,0.2985,324
4,10,21,0,1,1,1,0.5,0.4848,0.77,0.1045,177
